I0507 12:04:17.597069       1 descheduler.go:169] "Number of evicted pods" totalEvicted=0
I0507 12:02:27.987682       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/calico-typha-558bd55895-gnzv8" checks="[pod has system critical priority, pod has higher priority than specified priority class threshold]"
I0507 12:02:27.987667       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/kube-proxy-gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-2dqk" checks="[pod is a mirror pod, pod is a static pod, pod has system critical priority, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.987654       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-zq957" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987642       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-gpftr" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987629       1 defaultevictor.go:202] "Pod fails the following checks" pod="goldpinger/goldpinger-h59vt" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold]"
I0507 12:02:27.987616       1 defaultevictor.go:202] "Pod fails the following checks" pod="node-exporter/node-exporter-95qf6" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.987602       1 defaultevictor.go:202] "Pod fails the following checks" pod="agent-logs/agent-bcjbd" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.987587       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-bt6g2" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987576       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-llpjz" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987567       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-2rcmz" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987555       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-s9wjc" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987546       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-fsfgs" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987532       1 defaultevictor.go:202] "Pod fails the following checks" pod="insight-logs/promtail-insight-logs-66v7r" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.987518       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-skqxf" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987502       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/node-local-dns-fkf54" checks="[pod is a DaemonSet pod, pod has system critical priority, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.987486       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-v4m6q" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987477       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-fkzj2" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987464       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-nqkp4" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987456       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-nsgjr" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987443       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-6bb7s" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987434       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-vjltk" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987421       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-vzf9l" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987412       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-wgwkk" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987398       1 defaultevictor.go:202] "Pod fails the following checks" pod="promtail-ops/agent-g8hs2" checks="[pod is a DaemonSet pod, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.987385       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-nhr9q" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987375       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-4f6cz" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987360       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-d2dvr" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987344       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/pdcsi-node-8gclq" checks="[pod is a DaemonSet pod, pod has system critical priority, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.987307       1 defaultevictor.go:202] "Pod fails the following checks" pod="pyroscope-ebpf/profiler-kl2gs" checks="pod is a DaemonSet pod"
I0507 12:02:27.987291       1 defaultevictor.go:202] "Pod fails the following checks" pod="test-agents-01/test-agent-64975684fc-t6nrs" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.987263       1 nodeutilization.go:264] "Evicting pods from node" node="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-2dqk" usage={"cpu":"13776m","memory":"23960Mi","pods":"64"}
I0507 12:02:27.987229       1 defaultevictor.go:163] "pod does not fit on any other node because of nodeSelector(s), Taint(s), or nodes marked as unschedulable" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.987222       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-q8mb" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.987212       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.987123       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-hg-n2s8-6-1dd39c-3bfd06e9-fg8w" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node, insufficient cpu, insufficient memory]"
I0507 12:02:27.987108       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986970       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-t8zj" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory, insufficient pods]"
I0507 12:02:27.986953       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986746       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-spot-n2s8-0-1dd3-f81338c4-z2rp" error:="insufficient cpu"
I0507 12:02:27.986731       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986658       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-lhp2" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.986646       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986520       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-vf2b" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.986510       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986423       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-g8vs" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.986409       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986222       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-otel-alt-n2s4-0--3cf760c5-s8l4" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node]"
I0507 12:02:27.986212       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986109       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-spot-n2s8-0-1dd3-f81338c4-vmrk" error:="insufficient cpu"
I0507 12:02:27.986101       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.986030       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-hg-n2s8-6-1dd39c-3bfd06e9-cd97" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node]"
I0507 12:02:27.986017       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.985902       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-9lbc" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.985884       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.985765       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-hg-n2s8-6-1dd39c-3bfd06e9-mdnz" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node, insufficient cpu, insufficient memory]"
